what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076642983
activated,editor,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1305076645756
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1305076647292
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076657179
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076692789
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1305076698802
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076701151
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076746260
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076750291
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076752604
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1305076755416
opened,editor,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1305076755777
activated,editor,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1305076755832
activated,editor,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1305076761611
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1305076767497
activated,editor,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1305076769254
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1305076771861
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1305076772412
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076793836
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076794713
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1305076823368
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1305076836841
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076837362
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1305076900465
activated,editor,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1305076904153
