what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1307806047132
activated,editor,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1307806047238
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806067386
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806068334
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1307806075582
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1307806078516
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806080553
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806099424
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806110208
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806147939
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1307806153152
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806156272
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806191871
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806195778
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806280787
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1307806291366
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806291681
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806301606
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1307806305864
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806306240
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1307806329683
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1307806340142
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1307806342416
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1307806344368
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1307806364033
