what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693137071
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310693139417
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310693192017
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310693194357
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693195021
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693222729
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693240141
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693250732
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1310693258918
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310693260683
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693261357
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693272205
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693355466
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693363011
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693370896
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310693371509
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310693534223
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310693550499
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310693721042
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693735651
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310693739611
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310693850296
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310693911161
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1310693931777
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310693935199
