what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890116739
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890120360
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890125491
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890130237
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890131787
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890140998
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890141675
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890146916
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890149873
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890155135
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890159771
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890198397
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890241060
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890247488
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890248218
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890255231
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890261481
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890273573
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890274039
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890278219
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890278985
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1304890280055
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1304890284817
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1304890288389
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1304890288938
